date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:14:03	55677/55677	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:02%20GMT	https://pkbichdao.com/chuyen-khoa	C:/My%20Web%20Sites/EXE101/pkbichdao.com/chuyen-khoa.html	(from https://pkbichdao.com/)
13:14:03	72441/72441	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:02%20GMT	https://pkbichdao.com/thong-tin-y-khoa	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa.html	(from https://pkbichdao.com/)
13:14:03	59768/59768	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:02%20GMT	https://pkbichdao.com/chuyen-gia	C:/My%20Web%20Sites/EXE101/pkbichdao.com/chuyen-gia.html	(from https://pkbichdao.com/)
13:14:03	55719/55719	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:03%20GMT	https://pkbichdao.com/dich-vu-ho-tro	C:/My%20Web%20Sites/EXE101/pkbichdao.com/dich-vu-ho-tro.html	(from https://pkbichdao.com/)
13:14:03	68011/68011	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:03%20GMT	https://pkbichdao.com/gioi-thieu/gioi-thieu-chung	C:/My%20Web%20Sites/EXE101/pkbichdao.com/gioi-thieu/gioi-thieu-chung.html	(from https://pkbichdao.com/)
13:14:04	65871/65871	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:03%20GMT	https://pkbichdao.com/gioi-thieu/su-menh-tam-nhin	C:/My%20Web%20Sites/EXE101/pkbichdao.com/gioi-thieu/su-menh-tam-nhin.html	(from https://pkbichdao.com/)
13:14:04	62554/62554	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:03%20GMT	https://pkbichdao.com/gioi-thieu/doi-ngu-bac-si	C:/My%20Web%20Sites/EXE101/pkbichdao.com/gioi-thieu/doi-ngu-bac-si.html	(from https://pkbichdao.com/)
13:14:04	55942/55942	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:03%20GMT	https://pkbichdao.com/gioi-thieu/co-so-vat-chat	C:/My%20Web%20Sites/EXE101/pkbichdao.com/gioi-thieu/co-so-vat-chat.html	(from https://pkbichdao.com/)
13:14:04	57573/57573	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:04%20GMT	https://pkbichdao.com/chuyen-khoa/cac-trung-tam	C:/My%20Web%20Sites/EXE101/pkbichdao.com/chuyen-khoa/cac-trung-tam.html	(from https://pkbichdao.com/)
13:14:05	58021/58021	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:04%20GMT	https://pkbichdao.com/chuyen-khoa/khoi-noi	C:/My%20Web%20Sites/EXE101/pkbichdao.com/chuyen-khoa/khoi-noi.html	(from https://pkbichdao.com/)
13:14:05	55898/55898	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:04%20GMT	https://pkbichdao.com/thong-tin-y-khoa/tin-tuc-y-hoc	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/tin-tuc-y-hoc.html	(from https://pkbichdao.com/)
13:14:05	57843/57843	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:04%20GMT	https://pkbichdao.com/chuyen-khoa/giam-dau	C:/My%20Web%20Sites/EXE101/pkbichdao.com/chuyen-khoa/giam-dau.html	(from https://pkbichdao.com/)
13:14:05	72253/72253	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:05%20GMT	https://pkbichdao.com/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau.html	(from https://pkbichdao.com/)
13:14:06	60248/60248	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:05%20GMT	https://pkbichdao.com/thong-tin-y-khoa/y-khoa-chuyen-nganh	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/y-khoa-chuyen-nganh.html	(from https://pkbichdao.com/)
13:14:06	58498/58498	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:05%20GMT	https://pkbichdao.com/chuyen-khoa/khoi-ngoai	C:/My%20Web%20Sites/EXE101/pkbichdao.com/chuyen-khoa/khoi-ngoai.html	(from https://pkbichdao.com/)
13:14:06	73103/73103	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:05%20GMT	https://pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc.html	(from https://pkbichdao.com/)
13:14:06	56698/56698	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:06%20GMT	https://pkbichdao.com/thong-tin-y-khoa/giam-dau	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/giam-dau.html	(from https://pkbichdao.com/)
13:14:06	56172/56172	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:06%20GMT	https://pkbichdao.com/dich-vu-ho-tro/bao-hiem-nhan-tho	C:/My%20Web%20Sites/EXE101/pkbichdao.com/dich-vu-ho-tro/bao-hiem-nhan-tho.html	(from https://pkbichdao.com/)
13:14:07	56058/56058	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:06%20GMT	https://pkbichdao.com/dich-vu-ho-tro/bao-hiem-y-te	C:/My%20Web%20Sites/EXE101/pkbichdao.com/dich-vu-ho-tro/bao-hiem-y-te.html	(from https://pkbichdao.com/)
13:14:07	8053/8053	---M--	200	added ('OK')	image/jpeg	etag:%2264e17518-1f75%22	https://pkbichdao.com/publish/thumbnail/1003690/154x90xdefault/upload/1003690/20230801/Facebook_Cover-04_c66db.jpg	C:/My%20Web%20Sites/EXE101/pkbichdao.com/publish/thumbnail/1003690/154x90xdefault/upload/1003690/20230801/Facebook_Cover-04_c66db.jpg	(from https://pkbichdao.com/)
13:14:07	55942/55942	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:07%20GMT	https://pkbichdao.com/dich-vu/trung-tam-kcbclc	C:/My%20Web%20Sites/EXE101/pkbichdao.com/dich-vu/trung-tam-kcbclc.html	(from https://pkbichdao.com/)
13:14:08	1165617/1165617	---M--	200	added ('OK')	image/jpeg	etag:%2264c8a7bc-11c931%22	https://pkbichdao.com/upload/1003690/20230801/Facebook_Cover-04_c66db.jpg	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230801/Facebook_Cover-04_c66db.jpg	(from https://pkbichdao.com/)
13:14:08	12800/12800	---M--	200	added ('OK')	image/png	etag:%2264cf7c21-3200%22	https://pkbichdao.com/upload/1003690/20230806/3489ebdd-66f9-4557-89a1-143a0fac82f9-removebg-preview_ce6ab.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230806/3489ebdd-66f9-4557-89a1-143a0fac82f9-removebg-preview_ce6ab.png	(from https://pkbichdao.com/)
13:14:08	57949/57949	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:08%20GMT	https://pkbichdao.com/dich-vu/trung-tam-ung-buou	C:/My%20Web%20Sites/EXE101/pkbichdao.com/dich-vu/trung-tam-ung-buou.html	(from https://pkbichdao.com/)
13:14:08	25873/25873	---M--	200	added ('OK')	image/png	etag:%2264cf7c35-6511%22	https://pkbichdao.com/upload/1003690/20230806/image_2023-08-06_17-45-40__1_-removebg-preview_6e5e6.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230806/image_2023-08-06_17-45-40__1_-removebg-preview_6e5e6.png	(from https://pkbichdao.com/)
13:14:09	57637/57637	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:08%20GMT	https://pkbichdao.com/dich-vu/trung-tam-tim-mach	C:/My%20Web%20Sites/EXE101/pkbichdao.com/dich-vu/trung-tam-tim-mach.html	(from https://pkbichdao.com/)
13:14:09	21729/21729	---M--	200	added ('OK')	image/png	etag:%2264cf7c58-54e1%22	https://pkbichdao.com/upload/1003690/20230806/image_2023-08-06_17-46-06-removebg-preview_f1109.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230806/image_2023-08-06_17-46-06-removebg-preview_f1109.png	(from https://pkbichdao.com/)
13:14:09	58207/58207	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:08%20GMT	https://pkbichdao.com/dich-vu/trung-tam-huyet-hoc-truyen-mau	C:/My%20Web%20Sites/EXE101/pkbichdao.com/dich-vu/trung-tam-huyet-hoc-truyen-mau.html	(from https://pkbichdao.com/)
13:14:09	44327/44327	---M--	200	added ('OK')	image/png	etag:%2264cf7c67-ad27%22	https://pkbichdao.com/upload/1003690/20230806/image_2023-08-06_17-46-55-removebg-preview_5a526.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230806/image_2023-08-06_17-46-55-removebg-preview_5a526.png	(from https://pkbichdao.com/)
13:14:10	58582/58582	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:09%20GMT	https://pkbichdao.com/tai-sao-chon-chung-toi/doi-ngu-bac-si-giau-kinh-nghiem	C:/My%20Web%20Sites/EXE101/pkbichdao.com/tai-sao-chon-chung-toi/doi-ngu-bac-si-giau-kinh-nghiem.html	(from https://pkbichdao.com/)
13:14:10	673/673	---M--	200	added ('OK')	image/png	etag:%22601d0098-2a1%22	https://pkbichdao.com/publish/thumbnail/20770/32x32xdefault/upload/20770/20180602/icon_doingu_1.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/publish/thumbnail/20770/32x32xdefault/upload/20770/20180602/icon_doingu_1.png	(from https://pkbichdao.com/)
13:14:10	60506/60506	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:09%20GMT	https://pkbichdao.com/tai-sao-chon-chung-toi/chat-luong-dich-vu-tot	C:/My%20Web%20Sites/EXE101/pkbichdao.com/tai-sao-chon-chung-toi/chat-luong-dich-vu-tot.html	(from https://pkbichdao.com/)
13:14:10	698/698	---M--	200	added ('OK')	image/png	etag:%22601d0098-2ba%22	https://pkbichdao.com/publish/thumbnail/20770/32x32xdefault/upload/20770/20180602/icon_doingu_2.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/publish/thumbnail/20770/32x32xdefault/upload/20770/20180602/icon_doingu_2.png	(from https://pkbichdao.com/)
13:14:10	27513/27513	---M--	200	added ('OK')	image/jpeg	etag:%2264c33f08-6b79%22	https://pkbichdao.com/upload/1003690/20230728/BS_Bich_Dao_8ed5e.jpg	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230728/BS_Bich_Dao_8ed5e.jpg	(from https://pkbichdao.com/)
13:14:11	58764/58764	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:10%20GMT	https://pkbichdao.com/tai-sao-chon-chung-toi/trang-thiet-bi-hien-dai	C:/My%20Web%20Sites/EXE101/pkbichdao.com/tai-sao-chon-chung-toi/trang-thiet-bi-hien-dai.html	(from https://pkbichdao.com/)
13:14:11	653/653	---M--	200	added ('OK')	image/png	etag:%22601d0098-28d%22	https://pkbichdao.com/publish/thumbnail/20770/32x32xdefault/upload/20770/20180602/icon_doingu_3.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/publish/thumbnail/20770/32x32xdefault/upload/20770/20180602/icon_doingu_3.png	(from https://pkbichdao.com/)
13:14:11	59872/59872	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:11%20GMT	https://pkbichdao.com/tai-sao-chon-chung-toi/quy-trinh-kham-chua-benh-thuan-tien	C:/My%20Web%20Sites/EXE101/pkbichdao.com/tai-sao-chon-chung-toi/quy-trinh-kham-chua-benh-thuan-tien.html	(from https://pkbichdao.com/)
13:14:12	750/750	---M--	200	added ('OK')	image/png	etag:%22601d0098-2ee%22	https://pkbichdao.com/publish/thumbnail/20770/32x32xdefault/upload/20770/20180602/icon_doingu_4.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/publish/thumbnail/20770/32x32xdefault/upload/20770/20180602/icon_doingu_4.png	(from https://pkbichdao.com/)
13:14:12	2670/2670	---M--	200	added ('OK')	image/png	etag:%2264db5ae3-a6e%22	https://pkbichdao.com/upload/1003690/20230815/icon_feature_1_88bdf.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230815/icon_feature_1_88bdf.png	(from https://pkbichdao.com/)
13:14:12	3110/3110	---M--	200	added ('OK')	image/png	etag:%2264db5ae5-c26%22	https://pkbichdao.com/upload/1003690/20230815/icon_feature_2_c310c.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230815/icon_feature_2_c310c.png	(from https://pkbichdao.com/)
13:14:12	3940/3940	---M--	200	added ('OK')	image/png	etag:%2264db5ae7-f64%22	https://pkbichdao.com/upload/1003690/20230815/icon_feature_3_68653.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230815/icon_feature_3_68653.png	(from https://pkbichdao.com/)
13:14:13	18430/18430	---M--	200	added ('OK')	image/jpeg	etag:%2264db5aea-47fe%22	https://pkbichdao.com/upload/1003690/20230815/bg_feature_89eeb.jpg	C:/My%20Web%20Sites/EXE101/pkbichdao.com/upload/1003690/20230815/bg_feature_89eeb.jpg	(from https://pkbichdao.com/)
13:14:13	78234/78234	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:12%20GMT	https://pkbichdao.com/thong-tin-y-khoa/y-khoa-chuyen-nganh/dieu-tri-ung-thu-thuc-quan-giai-doan-di-can-co-hoi-va-thach-thuc.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/y-khoa-chuyen-nganh/dieu-tri-ung-thu-thuc-quan-giai-doan-di-can-co-hoi-va-thach-thuc.html	(from https://pkbichdao.com/)
13:14:13	16503/16503	---M--	200	added ('OK')	image/jpeg	etag:%22652a5d29-4077%22	https://pkbichdao.com/Common/images/no-image.jpg	C:/My%20Web%20Sites/EXE101/pkbichdao.com/Common/images/no-image.jpg	(from https://pkbichdao.com/)
13:14:13	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2006:14:13%20GMT	https://pkbichdao.com/%22/thong-tin-y-khoa/y-khoa-chuyen-nganh%22	C:/My%20Web%20Sites/EXE101/pkbichdao.com/_/thong-tin-y-khoa/y-khoa-chuyen-nganh_	(from https://pkbichdao.com/)
13:14:13	4469/4469	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:13%20GMT	https://pkbichdao.com/page/404	C:/My%20Web%20Sites/EXE101/pkbichdao.com/page/404.html	(from https://pkbichdao.com/)
13:14:14	70644/70644	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:13%20GMT	https://pkbichdao.com/thong-tin-y-khoa/y-khoa-chuyen-nganh/benh-mui-xoang-co-the-gay-giam-thi-luc-.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/y-khoa-chuyen-nganh/benh-mui-xoang-co-the-gay-giam-thi-luc-.html	(from https://pkbichdao.com/)
13:14:14	69927/69927	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:13%20GMT	https://pkbichdao.com/thong-tin-y-khoa/tin-tuc-y-hoc/cham-soc-tre-bi-ho.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/tin-tuc-y-hoc/cham-soc-tre-bi-ho.html	(from https://pkbichdao.com/)
13:14:14	69431/69431	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:13%20GMT	https://pkbichdao.com/chuyen-khoa/khoi-ngoai/phan-loai-cac-dang-khiem-thinh.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/chuyen-khoa/khoi-ngoai/phan-loai-cac-dang-khiem-thinh.html	(from https://pkbichdao.com/)
13:14:14	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2006:14:14%20GMT	https://pkbichdao.com/%22/chuyen-khoa/khoi-ngoai%22	C:/My%20Web%20Sites/EXE101/pkbichdao.com/_/chuyen-khoa/khoi-ngoai_	(from https://pkbichdao.com/)
13:14:15	69864/69864	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:14%20GMT	https://pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc/chuan-bi-tu-thuoc-gia-dinh-trong-dip-tet.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc/chuan-bi-tu-thuoc-gia-dinh-trong-dip-tet.html	(from https://pkbichdao.com/)
13:14:15	69542/69542	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:14%20GMT	https://pkbichdao.com/thong-tin-y-khoa/giam-dau/thuc-pham-giup-giam-dau-khop-hieu-qua.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/giam-dau/thuc-pham-giup-giam-dau-khop-hieu-qua.html	(from https://pkbichdao.com/)
13:14:15	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2006:14:14%20GMT	https://pkbichdao.com/%22/thong-tin-y-khoa/giam-dau%22	C:/My%20Web%20Sites/EXE101/pkbichdao.com/_/thong-tin-y-khoa/giam-dau_	(from https://pkbichdao.com/)
13:14:15	78555/78555	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:15%20GMT	https://pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc/tre-so-sinh-dang-nong-hay-lanh-nguy-hiem-hay-khong-phat-hien-ra-sao-va-xu-tri-the-nao-.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc/tre-so-sinh-dang-nong-hay-lanh-nguy-hiem-hay-khong-phat-hien-ra-sao-va-xu-tri-the-nao-.html	(from https://pkbichdao.com/)
13:14:15	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2006:14:15%20GMT	https://pkbichdao.com/%22/thong-tin-y-khoa/tai-lieu-y-hoc%22	C:/My%20Web%20Sites/EXE101/pkbichdao.com/_/thong-tin-y-khoa/tai-lieu-y-hoc_	(from https://pkbichdao.com/)
13:14:16	97112/97112	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:15%20GMT	https://pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc/hieu-va-du-phong-hien-tuong-nghe-kem.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc/hieu-va-du-phong-hien-tuong-nghe-kem.html	(from https://pkbichdao.com/)
13:14:16	76217/76217	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:15%20GMT	https://pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc/toi-lieu-co-phai-la-than-duoc-chua-benh-tai-mui-hong.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/tai-lieu-y-hoc/toi-lieu-co-phai-la-than-duoc-chua-benh-tai-mui-hong.html	(from https://pkbichdao.com/)
13:14:16	75034/75034	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:16%20GMT	https://pkbichdao.com/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau/bien-chung-nguy-hiem-cua-viem-va-ap-xe-thanh-sau-hong.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau/bien-chung-nguy-hiem-cua-viem-va-ap-xe-thanh-sau-hong.html	(from https://pkbichdao.com/)
13:14:17	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2025%20Oct%202023%2006:14:16%20GMT	https://pkbichdao.com/%22/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau%22	C:/My%20Web%20Sites/EXE101/pkbichdao.com/_/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau_	(from https://pkbichdao.com/)
13:14:17	74203/74203	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:16%20GMT	https://pkbichdao.com/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau/benh-mui-xoang-co-the-gay-giam-thi-luc-.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau/benh-mui-xoang-co-the-gay-giam-thi-luc-.html	(from https://pkbichdao.com/)
13:14:17	75942/75942	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:17%20GMT	https://pkbichdao.com/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau/luu-y-dau-tai-rat-co-the-la-dau-hieu-cua-ung-thu-vung-hong.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/thong-tin-y-khoa/cac-ky-thuat-chuyen-sau/luu-y-dau-tai-rat-co-the-la-dau-hieu-cua-ung-thu-vung-hong.html	(from https://pkbichdao.com/)
13:14:18	56207/56207	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:17%20GMT	https://pkbichdao.com/goc-tri-an	C:/My%20Web%20Sites/EXE101/pkbichdao.com/goc-tri-an.html	(from https://pkbichdao.com/)
13:14:18	13205/13205	---M--	200	added ('OK')	image/jpeg	etag:%2264e2c124-3395%22	https://pkbichdao.com/publish/thumbnail/1003690/300x300xdefault/upload/1003690/20230821/grab490dbmy_tam.jpg	C:/My%20Web%20Sites/EXE101/pkbichdao.com/publish/thumbnail/1003690/300x300xdefault/upload/1003690/20230821/grab490dbmy_tam.jpg	(from https://pkbichdao.com/)
13:14:18	6102/6102	---M--	200	added ('OK')	image/png	etag:%22652a5d23-17d6%22	https://pkbichdao.com/Common/images/no-image-news.png	C:/My%20Web%20Sites/EXE101/pkbichdao.com/Common/images/no-image-news.png	(from https://pkbichdao.com/)
13:14:18	59585/59585	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:18%20GMT	https://pkbichdao.com/goc-tri-an/bac-si-tiet-lo-my-tam-van-phai-dieu-tri-dai-han-chung-ho-.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/goc-tri-an/bac-si-tiet-lo-my-tam-van-phai-dieu-tri-dai-han-chung-ho-.html	(from https://pkbichdao.com/)
13:14:19	63833/63833	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Oct%202023%2006:14:18%20GMT	https://pkbichdao.com/gioi-thieu/doi-ngu-bac-si/bac-sy-nguyen-thi-tuyet-nhung.html	C:/My%20Web%20Sites/EXE101/pkbichdao.com/gioi-thieu/doi-ngu-bac-si/bac-sy-nguyen-thi-tuyet-nhung.html	(from https://pkbichdao.com/)
